"measurement.id","ma.id","study.id","control.id","latitude.decimal","longitude.decimal","country.new","treatment","crop.type.orig","crop.type.orig.grouped.small","crop.type.orig.grouped.big","poll.dependent","lrr","lrr.vi","temp.avg.1970.2000","prec.avg.1970.2000","nat.hab.1000","nat.hab.2500","nat.hab.5000","nat.hab.edgelength.1000","nat.hab.edgelength.2500","nat.hab.edgelength.5000","nat.hab.peri.area.ratio.1000","nat.hab.peri.area.ratio.2500","nat.hab.peri.area.ratio.5000","nat.hab.wo.grass.1000","nat.hab.wo.grass.2500","nat.hab.wo.grass.5000","nat.hab.wo.grass.edgelength.1000","nat.hab.wo.grass.edgelength.2500","nat.hab.wo.grass.edgelength.5000","nat.hab.wo.grass.peri.area.ratio.1000","nat.hab.wo.grass.peri.area.ratio.2500","nat.hab.wo.grass.peri.area.ratio.5000","cropland.1000","cropland.2500","cropland.5000","crop.peri.area.ratio.1000","crop.peri.area.ratio.2500","crop.peri.area.ratio.5000","crop.edgelength.1000","crop.edgelength.2500","crop.edgelength.5000","inert.1000","inert.2500","inert.5000","inert.edgelength.1000","inert.edgelength.2500","inert.edgelength.5000","inert.peri.area.ratio.1000","inert.peri.area.ratio.2500","inert.peri.area.ratio.5000","shannon.1000","shannon.2500","shannon.5000","simpsonsevenness.1000","simpsonsevenness.2500","simpsonsevenness.5000","fieldsize.centre","am.richness.centre","am.richness.mean.1000","am.richness.mean.2500","am.richness.mean.5000","am.richness.variance.1000","am.richness.variance.2500","am.richness.variance.5000","ecm.richness.centre","ecm.richness.mean.1000","ecm.richness.mean.2500","ecm.richness.mean.5000","ecm.richness.variance.1000","ecm.richness.variance.2500","ecm.richness.variance.5000","bulk.15.30cm.centre","bulk.15.30cm.variance.1000","bulk.15.30cm.variance.2500","bulk.15.30cm.variance.5000","cec.15.30cm.centre","cec.15.30cm.variance.1000","cec.15.30cm.variance.2500","cec.15.30cm.variance.5000","clay.15.30cm.centre","clay.15.30cm.variance.1000","clay.15.30cm.variance.2500","clay.15.30cm.variance.5000","nitrogen.15.30cm.centre","nitrogen.15.30cm.variance.1000","nitrogen.15.30cm.variance.2500","nitrogen.15.30cm.variance.5000","ocd.15.30cm.centre","ocd.15.30cm.variance.1000","ocd.15.30cm.variance.2500","ocd.15.30cm.variance.5000","ph.15.30cm.centre","ph.15.30cm.variance.1000","ph.15.30cm.variance.2500","ph.15.30cm.variance.5000","sand.15.30cm.centre","sand.15.30cm.variance.1000","sand.15.30cm.variance.2500","sand.15.30cm.variance.5000","silt.15.30cm.centre","silt.15.30cm.variance.1000","silt.15.30cm.variance.2500","silt.15.30cm.variance.5000","soc.15.30cm.centre","soc.15.30cm.variance.1000","soc.15.30cm.variance.2500","soc.15.30cm.variance.5000","soiltexture.centre","sr.amph","sr.birds","sr.mammals","sr.rept"
-1.87813634821266,"D352",-0.666445194051811,-0.139865480576341,47.77,104.25,"Mongolia","Erosion simulation","Wheat","Wheat","Grains","0",-0.528636633352465,-0.366121534490983,-2.50086145761843,-1.63694119691864,2.17623334695743,2.24772041654365,2.19603449605652,0.299684960631271,-0.209085644902915,-0.577472623430806,-1.00871027572557,-1.06190974582853,-1.1262297137084,1.90510857295833,1.75234284641317,1.51296954484705,0.118831575309588,-0.443480080191954,-0.735530822769106,-0.850643823596762,-0.929826772670841,-1.01938574387257,-1.63126891885343,-1.80942296321502,-1.87722426376611,2.08276934572395,3.97561078334677,5.09363723712349,-1.34388574495044,-1.64251867223776,-1.72460008233008,-0.73814261788337,-0.783495883092677,-0.805961615789883,-1.33061212757868,-1.43055189562854,-1.41924803768112,NA,NA,0.695681008983001,-0.548795297163387,-0.726082472598843,-0.784806128176213,-0.535849727514794,-0.515151490084255,-0.467009962782595,"nofield_area_m",-1.91490086839211,-1.85907635741561,-1.83468629319195,-1.87811697851334,0.35,1.21,4.31,0.180768098705919,0.348659221609026,0.331969636418366,0.239132265197135,4.81,4.91,5.26,-0.015249708029184,3.15,1.36,1.7,-0.236867380414519,24.48,55.71,152.06,-0.42583747686122,81.78,92.41,142.15,-0.00958685319912875,12973.3,11681.73,12253.33,-0.192803974520422,18.92,96.92,77.09,1.04152234898085,0.24,0.39,0.9,0.941609142994316,93.85,181.76,185.4,-0.830337449160087,152.11,199.03,230.77,0.137689819334557,497.53,1314.33,1788.69,"Lo",-1.26419621520631,-0.65838003256904,-0.473882148616265,-1.24733042086933
-1.8731117263999,"D352",-0.677273495700283,-0.139865480576341,48.98,125.28,"China","Erosion simulation","Maize","Maize","Grains","0",-0.187489299641531,-0.366121534490983,-2.46440187265795,-1.10580142156144,-0.762153352453606,-0.544608731048958,-0.662846519894713,-1.00405933720413,-0.755421813615463,-0.668183840217877,-0.528476415141636,-0.729593553425791,-0.421594546088745,-0.666062750731739,-0.412592009618812,-0.559188113844032,-0.866055445533282,-0.620875270598376,-0.543061165040292,-0.441160210769944,-0.682690740357513,-0.467686504926839,1.32963789570317,1.11706391693429,1.20188748537704,-0.752964437439797,-0.713194883070045,-0.715583240880106,-1.41458575692175,-1.33719964365954,-1.1762226330151,-0.73814261788337,-0.783495883092677,-0.805961615789883,-1.29561695982787,-1.39668591189645,-1.32659295526099,5.07407657860127,4.26571033425239,1.80083617600284,-1.53090833936848,-0.950808110036815,-1.19358316403108,-1.08680841762987,-0.92748213369597,-1.02434427568544,"large_area_m",-1.23619356241834,-1.13553037985147,-1.10082851545479,-1.05398028608844,0.33,0.35,0.39,0.519325488994552,0.471202736260896,0.507559848688405,0.344860808328283,4.2,4.16,9.31,-1.9723260103134,2,3.17,6.25,0.852796696300208,45.5,75.27,113.19,0.215936843040619,125.15,145.45,255.18,0.584331460656552,7067.88,198016.35,199507.98,2.16878542598095,56.56,160.39,229.3,0.00221325804635537,0.89,0.68,0.66,0.0331328355478946,113.68,154.25,265.46,-0.198683706981677,219,254.71,283.78,1.33012065395552,645.45,1880.33,1751.08,"ClLo",-0.889692996786398,-0.623102190613162,-0.263653204818579,-1.17101307332528
-1.87143685246231,"D352",-0.655616892403338,-0.139865480576341,48.98,125.28,"China","Erosion simulation","Soybeans","Legumes","Vegetables","0",-1.16828788406047,-0.366121534490983,-2.46440187265795,-1.10580142156144,-0.762153352453606,-0.544608731048958,-0.662846519894713,-1.00405933720413,-0.755421813615463,-0.668183840217877,-0.528476415141636,-0.729593553425791,-0.421594546088745,-0.666062750731739,-0.412592009618812,-0.559188113844032,-0.866055445533282,-0.620875270598376,-0.543061165040292,-0.441160210769944,-0.682690740357513,-0.467686504926839,1.32963789570317,1.11706391693429,1.20188748537704,-0.752964437439797,-0.713194883070045,-0.715583240880106,-1.41458575692175,-1.33719964365954,-1.1762226330151,-0.73814261788337,-0.783495883092677,-0.805961615789883,-1.29561695982787,-1.39668591189645,-1.32659295526099,5.07407657860127,4.26571033425239,1.80083617600284,-1.53090833936848,-0.950808110036815,-1.19358316403108,-1.08680841762987,-0.92748213369597,-1.02434427568544,"large_area_m",-1.23619356241834,-1.13553037985147,-1.10082851545479,-1.05398028608844,0.33,0.35,0.39,0.519325488994552,0.471202736260896,0.507559848688405,0.344860808328283,4.2,4.16,9.31,-1.9723260103134,2,3.17,6.25,0.852796696300208,45.5,75.27,113.19,0.215936843040619,125.15,145.45,255.18,0.584331460656552,7067.88,198016.35,199507.98,2.16878542598095,56.56,160.39,229.3,0.00221325804635537,0.89,0.68,0.66,0.0331328355478946,113.68,154.25,265.46,-0.198683706981677,219,254.71,283.78,1.33012065395552,645.45,1880.33,1751.08,"ClLo",-0.889692996786398,-0.623102190613162,-0.263653204818579,-1.17101307332528
-1.86976197852472,"D352",-0.682687646524519,-0.139865480576341,53.43,-113.03,"Canada","Erosion simulation","Wheat","Wheat","Grains","0",-1.7652957180546,-0.366121534490983,-2.16907923447805,-1.13833080515755,1.72184365117222,1.77175522093127,1.36085577229548,1.62413665438897,0.331445813099501,0.215500782152692,-0.842915252428734,-0.97689862684178,-0.959857521353757,2.03696351263474,2.09598329975158,1.6165774277816,2.17899110211881,0.675520003719566,0.514433024052496,-0.711047137405801,-0.845280235300492,-0.870514520664991,-1.1733967310354,-1.34384550500945,-0.977708471881593,-0.339100588005087,-0.366223263755201,-0.287772430484492,-0.999508056210284,-1.27267277938615,-0.800903309798527,-0.73814261788337,-0.783495883092677,-0.805961615789883,-1.31649941752511,-1.30772585678719,-1.17930664609519,0.129130570484957,1.14575145257806,4.0343315834765,0.936351254463833,0.397545714591018,0.850302015243277,0.617319623888847,0.134581645303903,1.22870932966647,"nofield_area_m",NA,NA,-2.09166006048039,-2.11603739269553,NA,1.61,1.15,NA,NA,3.17941389957355,3.05730140889524,NA,18.92,24.55,NA,8.67,8.56,7.44,NA,38.21,260.39,262.95,NA,21.67,293.24,393.12,NA,73645.37,148691,184033.9,NA,125.41,368.29,330.11,NA,1.57,4.13,4.7,NA,46.24,247.35,385,NA,35.17,233.91,396.64,NA,1614.53,3051.55,2477.83,"Lo",-1.17057041060133,-0.775972839088636,-0.629481707376917,-1.32851908846939
-1.86808710458713,"D352",-0.704344249821464,-0.139865480576341,49.72,-112.8,"Canada","Erosion simulation","Wheat","Wheat","Grains","0",-0.827140550349532,-0.366121534490983,-1.53103649766963,-1.35510661744199,-0.428934242211117,-0.576339744089783,-0.373746192438971,0.157789663266781,-0.0177012485001581,0.767627728999211,-0.265491205774245,0.0277782339106762,0.0970952300757209,-0.534207811055325,-0.68750437228954,-0.593724074822217,0.153370340959237,-0.263813548734002,0.227416332468357,0.219597437200605,0.526975102018254,0.381755180434046,-1.29549598112021,-0.678734850430058,-0.147386202449731,1.01745314069757,-0.159915814432861,-0.321546968147304,0.294302902630093,-0.0588321054447412,-0.045751865972256,2.2740921570928,1.84276272014897,0.964595330643764,0.879866568182276,0.383987754791106,0.0468896799463866,-1.07658157346933,-1.14394810091682,-1.13593979230163,1.05612113765958,-0.176753136639355,0.262685026201898,1.28359524914428,-0.452677150143086,-0.312853663469043,"verylarge_area_m",-1.69979144901244,-1.45270121933164,-1.37139224159021,-1.33850366799703,1.14,1.17,1.21,-0.2493564149348,-0.362348462360676,-0.378253460972389,-0.305873201181284,1.35,1.81,6.19,NA,0.22,0.84,4.29,NA,20.22,30.77,70.44,NA,182,181.54,362.49,NA,8162.89,2220.67,3871.9,NA,21.56,25.1,34.81,NA,0.22,0.97,1.23,NA,50.67,339.54,373.6,NA,413.56,554.48,506.23,NA,14.89,30.74,89.3,"SaClLo",-0.889692996786398,-0.801608070909907,-0.664143110296966,-1.20673608706931
-1.86641223064955,"D352",-0.704344249821464,0.0392866019018227,53.57,-113.55,"Canada","Erosion simulation","Wheat","Wheat","Grains","0",-1.8932259681962,-0.366121534490983,-2.01594897764403,-1.1404126857077,-0.701568059682244,-0.576339744089783,-0.566479744076132,-0.0177542634687143,0.788533559646645,0.870149583202272,1.39245902719409,0.792878304791393,0.703864402192643,-0.600135280893532,-0.515684145620335,-0.455580230909478,0.303067220453453,1.0868822136265,1.1842885596202,1.11301622882275,0.806629033320179,0.618197711410788,-1.44812004372622,-1.57663423411223,-1.3582728453712,1.46197357157189,2.8971854800709,1.42347081109796,-0.179138105834377,0.371783246323125,0.643249005615481,2.83637598175502,3.13201694355851,3.24918493894524,0.944736608358274,0.696569220687323,0.774524431809287,-1.10201853853165,-1.19583930892804,-1.2673218750942,0.888443301185536,1.97062517665682,1.77005034591674,0.296994804054503,2.74600905484477,1.34729109836921,"nofield_area_m",NA,NA,NA,-1.54821702276587,NA,NA,1.51,NA,NA,NA,0.719945401817356,NA,NA,36.83,NA,0.22,4.32,7.46,NA,52.24,76.05,182.77,NA,132.49,220.09,481.01,NA,19211.55,616323.29,1493200.58,NA,3.1,120.84,331.6,NA,0.2,0.6,2.31,NA,86.41,165.34,2992.81,NA,65.55,121.88,2716.15,NA,50.89,783.47,2951.97,"ClLo",-1.17057041060133,-0.775972839088636,-0.637393549347798,-1.32851908846939
-1.85803786096161,"D352",-0.693515948172992,-0.139865480576341,49.72,-112.8,"Canada","Erosion simulation","Wheat","Wheat","Grains","0",-1.1256444673466,-0.366121534490983,-1.53103649766963,-1.35510661744199,-0.489519534982479,-0.639801770171433,-0.373746192438971,-0.122412172153244,-0.131685646786943,0.736308573602126,-0.328378973231665,0.0818762187204239,0.0677354314249021,-0.567171545974429,-0.68750437228954,-0.593724074822217,-0.0604642831186418,-0.320370456045836,0.245886557554053,0.173065208470284,0.500960782827377,0.37299804965713,-1.32602079364141,-0.711990383159028,-0.181982963676059,1.01745314069757,-0.122405369101527,-0.310288788926366,0.145081181990711,-0.0138070543877471,-0.0434371464616936,2.39458154809184,1.93826303299412,0.964595330643764,0.847856348159877,0.401198563998344,0.0549798756449626,-1.08675635949426,-1.15043450191823,-1.14366815011295,1.05612113765958,-0.276631197722899,0.288233590942828,1.20671729238404,-0.527646358072489,-0.289137309728497,"verylarge_area_m",-1.69979144901244,-1.45270121933164,-1.37139224159021,-1.33850366799703,1.14,1.17,1.21,-0.2493564149348,-0.362348462360676,-0.378253460972389,-0.305873201181284,1.35,1.81,6.19,NA,0.22,0.84,4.29,NA,20.22,30.77,70.44,NA,182,181.54,362.49,NA,8162.89,2220.67,3871.9,NA,21.56,25.1,34.81,NA,0.22,0.97,1.23,NA,50.67,339.54,373.6,NA,413.56,554.48,506.23,NA,14.89,30.74,89.3,"ClLo",-0.889692996786398,-0.801608070909907,-0.664143110296966,-1.20673608706931
-1.84128912158573,"D352",-0.698930098997228,-0.139865480576341,49.72,-112.8,"Canada","Erosion simulation","Wheat","Wheat","Grains","0",-0.699210300207932,-0.366121534490983,-1.53103649766963,-1.35510661744199,-0.671275413296564,-0.766725822334734,-0.534357485469938,-0.414752037390572,-0.43064256289106,0.687542216467558,0.0317964222062842,0.715595469348896,0.449412813885547,-0.666062750731739,-0.756232462957221,-0.662795996778586,-0.461254507594131,-0.533714729620976,0.160076659488955,0.898967976663281,0.982225687858596,0.775826065395282,-1.2039215435566,-0.645479317701089,-0.0435959187707481,1.06343801285698,0.0932796915536467,-0.299030609705429,0.743426069372505,0.662585170296276,0.209862693555737,2.47490780875788,2.12926365868442,1.0217100708513,0.901766608236084,0.800191266296635,0.182953389158299,-1.08675635949426,-1.11800249691122,-1.11275471886764,0.217731955289372,-0.875899564224157,-0.120543444912045,-0.113020965333459,-0.92748213369597,-0.609308085225873,"verylarge_area_m",-1.69979144901244,-1.45270121933164,-1.37139224159021,-1.33850366799703,1.14,1.17,1.21,-0.2493564149348,-0.362348462360676,-0.378253460972389,-0.305873201181284,1.35,1.81,6.19,NA,0.22,0.84,4.29,NA,20.22,30.77,70.44,NA,182,181.54,362.49,NA,8162.89,2220.67,3871.9,NA,21.56,25.1,34.81,NA,0.22,0.97,1.23,NA,50.67,339.54,373.6,NA,413.56,554.48,506.23,NA,14.89,30.74,89.3,"ClLo",-0.889692996786398,-0.801608070909907,-0.664143110296966,-1.20673608706931
-1.83500834431978,"D352",-0.709758400645701,-0.139865480576341,48.23,127.65,"China","Erosion simulation","Soybeans","Legumes","Vegetables","0",-0.443349799924731,-0.366121534490983,-2.58654148227556,-0.904119243265592,2.20652599334311,2.24772041654365,2.16391223745032,0.0838900500001801,-0.419777581549394,-0.467394750409428,-1.02586148503214,-1.07736631291703,-1.11644311415812,2.56438327134039,2.61144397975919,2.5145124132144,0.460147658758422,-0.15602146132286,-0.216424664345267,-0.84599060072373,-0.923323192873122,-0.984357220764903,-1.66179373137463,-1.80942296321502,-1.84262750253978,2.03678447356454,2.21261985277405,0.376460143550803,-1.55042347380937,-1.71684863016592,-1.68433013743321,-0.73814261788337,-0.783495883092677,-0.805961615789883,-1.33061212757868,-1.43055189562854,-1.45297210006548,NA,NA,NA,-0.572749273802536,-1.12559471693302,-0.835903257658072,-0.548662720308168,-0.92748213369597,-0.858329799501611,"nofield_area_m",-2.1386641149882,-2.19854827154673,-2.14725534667259,-2.03018982056793,2.87,3.6,5.24,9.15555101778075,8.80160874269945,8.41174015027703,7.25749365209335,225.79,189.26,249.48,-1.56030994667462,1.7,2.41,4.48,0.108192910545145,163.63,172.66,195.62,-0.644040745627846,116.73,137.3,139.35,1.0397470847198,67630.21,123955.17,150735.32,1.38158895914716,100.23,209.89,246.17,-0.725303105607789,0.83,1.53,1.9,0.840667331055824,84.78,104.18,152.32,-0.547507415348859,203.46,274.67,359.41,4.08761695901648,2666,3869.89,6310.41,"Lo",-0.70244138757644,-0.589823426368116,-0.113704961751412,-1.08495308566923
-1.8324960334134,"D352",-0.671859344876047,-0.139865480576341,7.29,4.31,"Nigeria","Erosion simulation","Maize","Maize","Grains","0",-3.72689288689247,-0.366121534490983,2.17690329281133,0.917526238116283,2.20652599334311,2.24772041654365,2.16391223745032,-0.434332095150376,-0.675369631676454,-0.779920173667574,-1.07159804318299,-1.10827944709402,-1.15558951235922,2.56438327134039,2.61144397975919,2.5145124132144,-0.157218108937513,-0.410857556227048,-0.518161950779565,-0.883216383707986,-0.942833932266279,-1.01938574387257,-1.66179373137463,-1.80942296321502,-1.87722426376611,1.17073604789561,1.53743183681002,1.9188306968192,-1.54074598684533,-1.72488176207652,-1.75760146463601,-0.73814261788337,-0.783495883092677,-0.748846875582346,-1.32096512466131,-1.37945284382429,-1.31493528672084,1.05503609875365,0.24414171338319,-0.239450286187632,-0.261347577493602,-0.476387319889985,-0.580417610248776,-0.164272936506954,-0.190284922390176,-0.253562779117677,"nofield_area_m",0.311605248290519,0.423066948531554,0.642392569372047,0.721838063065217,2.87,11.88,14.94,0.830171776163474,0.932017411149697,0.898051514781477,0.73504947940752,0.42,1.13,2.14,0.0877543078805116,0.95,1.5,1.69,-2.1074573787748,7.34,218.18,247.12,-0.592698800035699,430.69,748.42,777.9,0.022104440227953,24427.61,38457.47,30728.96,-1.09927263329872,16.14,21.73,39.29,-0.51744128742089,0.74,0.88,1.44,2.35479451013319,595.14,949.61,1267.88,-2.42361330629668,247.47,260.82,343.86,-0.547957910572495,59.18,712.21,2074.15,"Lo",1.5417691488049,2.60870091096487,2.01533403717461,1.63243161890455
