"landcover_map_year","treatment","Lat_long","crop_type","mean_yield_control_kgha","mean_yield_treatment_kgha","yield_SD_control","yield_SD_treatment","replicates_control_summed","replicates_treatment_summed","n_aggregated","ma_id","measurement_id","study_id","control_id","author_year","title","study_pubyear","harvest_year","region","country","yield_unit","soil_type","temperature","precipitation","climate_zone","LRR","LRR_vi","reference","longitude_decimal","latitude_decimal","country_new","crop_type_grouped_small","crop_type_grouped_big","publication_to_harvest_year_difference","harvest_year_by_median","nat.hab.1000","nat.hab.2500","nat.hab.5000","nat.hab.edgelength.1000","nat.hab.edgelength.2500","nat.hab.edgelength.5000","nat.hab.peri.area.ratio.1000","nat.hab.peri.area.ratio.2500","nat.hab.peri.area.ratio.5000","nat.hab.wo.grass.1000","nat.hab.wo.grass.2500","nat.hab.wo.grass.5000","nat.hab.wo.grass.edgelength.1000","nat.hab.wo.grass.edgelength.2500","nat.hab.wo.grass.edgelength.5000","nat.hab.wo.grass.peri.area.ratio.1000","nat.hab.wo.grass.peri.area.ratio.2500","nat.hab.wo.grass.peri.area.ratio.5000","cropland.1000","cropland.2500","cropland.5000","crop.peri.area.ratio.1000","crop.peri.area.ratio.2500","crop.peri.area.ratio.5000","crop.edgelength.1000","crop.edgelength.2500","crop.edgelength.5000","inert.1000","inert.2500","inert.5000","inert.edgelength.1000","inert.edgelength.2500","inert.edgelength.5000","inert.peri.area.ratio.1000","inert.peri.area.ratio.2500","inert.peri.area.ratio.5000","shannon.1000","shannon.2500","shannon.5000","simpsonsevenness.1000","simpsonsevenness.2500","simpsonsevenness.5000"
1985,"Cover crops","40.8-82","Maize",10100,9676.66666666667,NA,NA,9,9,3,"D473",1451,1,1,"","",1991,NA,"","USA","Mg/ha","","9.5","965","Cold",NA,NA,"",-82,40.8,"United States of America","Maize","Grains",NA,1984,0.431910690864906,0.363642770963178,0.413023369328746,1525475.19529241,6690468.829617,26643136.0336794,1.1364354649632,0.947180186929131,0.830234551618757,0.277920284185424,0.239633758199318,0.271383500270612,480264.053072568,1568099.6569046,6701680.86958486,0.556023847561921,0.336881120226472,0.317826708194371,0.450914615583525,0.595113882351523,0.510268247042132,0.839543969246642,0.397706663074919,0.488195836343079,1176533.17211159,4597396.24432623,19355416.8374997,0.117174693551569,0.0412433466852992,0.0767083836291216,613370.704562179,2250026.89015346,8169164.53275403,1.68431294082468,2.80856721073666,1.37064472163135,1.17326905857144,0.964624196152627,1.05395048640593,2.71578103518132,2.17661965248666,2.45393039887699
1985,"Liming","-36.3666666666667146.683333333333","Grassland",5322.22222222222,6134.44444444444,7983.17605968953,5842.40532657569,432,432,27,"D973",4970,61,1,"Ridley and Coventry 1992","",1992,1988,"Beechworth"," Australia","t/ha","Yellow podsoilc soil","","800 ","",-0.037,0.009,"",146.683333333333,-36.3666666666667,"Australia","Grassland","Grassland",4,1985,0.189905367974462,0.383680102774014,0.483600183659581,779487.933968834,4118659.81870904,13677992.107329,1.32204243001492,0.553193523767306,0.364389167395921,0.189905367974462,0.383493702598135,0.483516300062576,779487.933968834,4111128.98679223,13663310.0044211,1.32204243001492,0.552450420368709,0.364061176948181,0.483276327453159,0.494601480863262,0.484194526280169,0.954182441995967,0.463258042470562,0.243918840511184,1431705.5400472,4446189.18463535,9167177.83525048,0.326818304572379,0.121718416362725,0.0322052900602502,952516.425966499,3217620.17407507,4181813.96567813,0.938727063565902,1.36228798123477,1.67288874658689,1.58085478248292,1.55165577173298,1.41933310260323,4.07904995555664,3.92908386646866,3.33849825998667
1985,"Liming","-36146","Upland Arable Land",1581,2236.25,2944.01086954515,2637.00587788499,160,160,40,"D973",4014,25,1,"Coventry et al. 1987","",1987,1981,"Lilliput"," Australia","t/ha","","","590 ","",-0.086,0.025,"",146,-36,"Australia","Grassland","Grassland",6,1980,0.485802609979275,0.407507697784507,0.341850155266187,1052165.12771014,5975834.420317,21131500.5557074,0.697642413887434,0.755768554229528,0.796452147559551,0.485802609979275,0.407507697784507,0.341850155266187,1052165.12771014,5975834.420317,21131500.5557074,0.697642413887434,0.755768554229528,0.796452147559551,0.33819846183834,0.367490479289045,0.57355323128463,0.779105453499705,0.757950001338405,0.294166928645556,818010.835090891,5404562.83871322,13094907.8130764,0.175998928182384,0.225001822926449,0.0845966134491825,532568.868510911,3323915.5677623,7838467.96400736,0.974708086483031,0.76135994740732,1.19383234561718,1.64434130352459,1.850030843844,1.66172101821645,3.77596991672152,5.22546295009561,3.84558906311955
1985,"Liming","11.96666666666678.85","Upland Arable Land",1445,2124.25,3071.9374993642,2581.93725717725,120,120,40,"D973",4220,1,1,"Adeoye and Singh 1984","",1984,1975,"Kano"," Nigeria","t/ha","","","850 ","",0.663,0.034,"",8.85,11.9666666666667,"Nigeria","Grassland","Grassland",9,1977,0.0858091349284553,0.103792221131339,0.0796008422240667,726922.833528724,3336227.02349452,10391342.8300415,2.73983880485879,1.66332895393818,1.68880848443546,0,0.0118778126285393,0.00706338162120584,0,193390.275231458,481335.912410168,NA,0.842530281619729,0.881580522354593,0.914190865071545,0.88968857368855,0.915098711567371,0.140148655740342,0.118525631440809,0.0845971688321177,396146.285922669,2037806.45294289,5984079.86497871,0,0.00651920518010979,0.00530044620856227,0,228636.465365772,856121.141698502,NA,1.81483942453168,2.08953274958332,0.917925471935674,0.965828769277347,0.944744558876661,2.14519130364658,2.18629378677427,2.25221868013667
1985,"Liming","28.1115.383333333333","Grassland",195,247.5,106.301458127346,81.2403840463596,12,12,4,"D973",4952,76,1,"Zhan et al. 1991","",1991,1988,"","","t/ha","","17.50 ","1565 ","",0.094,0.034,"",115.383333333333,28.1,"China","Grassland","Grassland",3,1984,0.0594379123493375,0.0830330838288889,0.0639590781144387,296118.812370888,2138022.36753755,7869743.41544367,1.60742874429784,1.32925217827576,1.58797544514861,0.0594379123493375,0.0830330838288889,0.0639590781144387,296118.812370888,2138022.36753755,7869743.41544367,1.60742874429784,1.32925217827576,1.58797544514861,0.919986552526813,0.902164953813653,0.912923287829828,0.155677210777853,0.141570339227418,0.137566295504499,443891.922957028,2474069.64456356,9731077.31185617,0.0205755351238495,0.0148019623574581,0.0231176340557339,160449.179785608,817438.231130119,3878270.08552596,2.51602898967352,2.8508998046709,2.16511052279426,0.754264873827114,0.882448639531044,0.789870491039666,1.67237149690694,1.87816703259154,1.66600799136715
1985,"Super absorbent polymer","34.267063108.134448","Wheat",4989,5331,15.64802391,14.19601293,3,3,1,"D652",1971,72,1,"","",1993,NA,"","China","kg/ha","","",NA,"",NA,NA,"72.   Wei, Q.F., Zhang, Y.L., Zang, Y. S. The Effects of Comprehensive Water Conservation Technique on Grain crop Yield in soil-Plant System. Agricultural Research in the Arid Areas (01):24-27 (1993)(in Chinese with English abstract).",108.134448,34.267063,"China","Wheat","Grains",NA,1986,0,0.00053548679600466,0.00280553555518866,0,57286.8744932991,883320.591855409,NA,5.51566872683893,4.05820085789995,0,0,0.00204713041194262,0,0,611019.310152243,NA,NA,3.84716121648426,0.918916662990346,0.914669079859903,0.919977789439317,0.224290800463576,0.224947172522598,0.209287095639213,639606.963275142,3990733.47688572,14937875.4185495,0.0810833370096544,0.0847954333440928,0.0772166750054939,604694.012477863,4147092.55130969,13675822.2401094,2.40313660606714,2.52152382685456,2.28282863205166,0.469901112557818,0.489558106430563,0.503318952375303,1.41631159346326,1.44175203739379,1.43901884988583
1985,"Super absorbent polymer","36.935306115.084537","Wheat",4689.45,5342.3625,29.41696762,28.5099435945699,12,12,4,"D652",1759,28,1,"","",1994,NA,"","China","kg/ha","","",NA,"",NA,NA,"28.   Sun, Y.X., Li, J, C., Zhao, F.P. Effect of water retaining agent on wheat growth and yield. Beijing Agricultural Science 08(10) (1994). (in Chinese with English abstract).",115.084537,36.935306,"China","Wheat","Grains",NA,1987,0.00231237760807388,0.00278486399169756,0.0043429559456785,42406.9883517649,321545.405392069,1508003.23997199,5.90603993107304,5.94940163774991,4.47291815947823,0.000231262112527021,0.00115705446238227,0.000885975177146846,6352.75870646318,170141.506368097,475368.862969662,8.84658337258021,7.57689802284671,6.91167452646459,0.990054119804602,0.941058175195307,0.944376895162375,0.0625255038063276,0.124876670519184,0.121800667937865,192219.937575124,2280671.90518829,8929372.11566812,0.00763350258732338,0.0561569608129949,0.0512801488919464,133731.844558904,2163339.71650626,9415270.00069803,5.64194282765951,1.98497982828874,2.36514408188207,0.748866879214547,0.805934955628499,0.795979181977523,1.68984492639866,1.83646405957,1.84024645162409
1985,"Super absorbent polymer","39.949683116.292866","Wheat",5231.55,5623.95,36.6911547079779,33.4915744865165,15,15,5,"D652",1769,31,1,"","",1991,NA,"","China","kg/ha","","",NA,"",NA,NA,"31.   Han, Q.R., Luo, Y.Q., Fang, C. L. Effects of water retaining agent and drought resistance agent on wheat growth and development. Beijing Agricultural Science (01):35-37 (1991). (in Chinese with English abstract).",116.292866,39.949683,"China","Wheat","Grains",NA,1984,0.0453086560775709,0.0429800508378328,0.051089440860262,336149.739690081,1756406.25412778,7286373.249062,2.38764910216417,2.10423594415415,1.8359286287502,0.0154564328621745,0.0224365287470097,0.0309091617117093,116305.091370291,805155.455697698,3195582.76299131,2.42163317678134,1.84782338379171,1.33087838741469,0.156409729243611,0.103588598330274,0.177792103426685,3.52973651850111,4.25699073179227,2.60260876185157,1715485.88687744,8564031.90154632,35945607.373528,0.798281614678818,0.853431350831893,0.771118455713053,1138306.48207393,3492669.1864961,15138134.4764407,0.458904149534936,0.210729455476284,0.252712538714341,1.34077902435332,1.39222293723886,1.44582545162468,2.86132636348885,2.90536661538706,3.16200546293204
1985,"control conventional tillage-treatm no tillage","-14.79328.195","Maize",4321.16666666667,4333.5,NA,NA,72,72,24,"D1120",5031,8,1,"","",1992,1988,"Gart Farm","Zambia","kg/ha","","","","",NA,NA,"Gill. K. S.. et al. (1992). ""Influence of residue mulch. tillage and cultural practices on weed mass and corn yield from three field experiments."" Soil and Tillage Research 24(3): 211-223.",28.195,-14.793,"Zambia","Maize","Grains",4,1985,0.95187991696071,0.982456796343535,0.974451551078547,1522071.3013529,7208198.9667223,25693919.0376516,0.517004050886914,0.379552218398209,0.34101021375313,0.948803142959461,0.98121714798607,0.972157872754133,1503570.05844143,7165393.46576548,25525267.5575145,0.51237586754853,0.377774938419546,0.33957115544982,0.0481200830392905,0.0175432036564659,0.0255372591522291,2.15548746493364,2.24211531628396,1.85960333366734,320797.338974167,760341.36992986,3671954.68439411,0,0,1.11897692237103e-05,0,0,3162.06548008968,NA,NA,3.65466030466249,0.993150946543634,0.912070987089917,0.957490165835636,2.28909604594401,2.22708701591732,2.30178188637226
1985,"control conventional tillage-treatm no tillage","-19.82930.783","Maize",2815,2515,NA,NA,8,4,1,"D1120",6242,40,1,"","",1993,1988,"Makoholi Research Station","Zimbabwe","kg/ha","","","","",NA,NA,"Vogel. H. (1993). ""Tillage effects on maize yield. rooting depth and soil water content on sandy soils in Zimbabwe."" Field Crops Research 33(4): 367-384.",30.783,-19.829,"Zimbabwe","Maize","Grains",5,1986,0.565058802864897,0.523688522241736,0.555131564309587,1137614.1641594,6540137.25791831,27082816.7042445,0.650508097785004,0.645627137358772,0.630528891249799,0.561248686286399,0.521772631226057,0.551896964988547,1105219.17536911,6428955.43119574,26431561.3238918,0.636274378354273,0.636981895791397,0.61897326946029,0.434669054897531,0.475745410301303,0.444726919118008,0.374537224605394,0.344769082742499,0.359389216850026,503851.260378871,3172743.41529412,12366630.3074047,0.000272142237572236,0.00056606745696085,0.000141516572404223,7183.23332331989,39885.7497009118,39885.7497009118,8.52855360567756,3.64265080533332,3.64265080533332,1.12592833122467,1.05556798619919,1.12404154542068,2.61337144354251,2.45980575283501,2.56889751511881
1985,"control conventional tillage-treatm no tillage","14.167121.258","Maize",2100,600,NA,NA,4,4,1,"D1120",5391,26,1,"","",1988,1984,"IRRI","Philippines","kg/ha","","","","",NA,NA,"Sharma. P. K.. Dedatta. S. K. & Redulla. C. A. Response of maize (Zea-mays-L) and mungbean (Vigna-radiata L) to tillage in relation to water-table depth in tropical lowland rice soils. Soil Till Res 12. 65-79 (1988)",121.258,14.167,"Philippines","Maize","Grains",4,1981,0.317021355969109,0.432785108816047,0.616848161464951,358374.629796723,2569860.74150078,8668790.08002418,0.365528122694188,0.307203575380288,0.181764161060316,0.317021355969109,0.432785108816047,0.616848161464951,358374.629796723,2569860.74150078,8668790.08002418,0.365528122694188,0.307203575380288,0.181764161060316,0.598667784429125,0.463558605310962,0.32810079056296,0.335154051664054,0.459581387796132,0.407623870814948,620523.601642783,4117921.79560329,10340435.7627266,0.0843108596017653,0.103656285872991,0.0550510479720873,686697.309956525,4056226.42212242,7837264.26385361,2.63362470033737,2.02448951294212,1.84131013966036,1.09844437085934,1.07372545999394,1.28517354807089,2.98582039284076,2.72609965208371,3.13955624598633
1985,"control conventional tillage-treatm no tillage","35.894-77.68","Maize",7340,7535.38461538462,NA,NA,52,52,13,"D1120",6243,41,1,"","",1992,1984,"Upper Coastal Plain Research Station","USA","kg/ha","","","","",NA,NA,"Wagger. M. & Denton. H. Crop and tillage rotations: grain yield. residue cover. and soil water. Soil Sci Soc Am J 56. 1233-1237 (1992)",-77.68,35.894,"United States of America","Maize","Grains",8,1985,0.266941851117088,0.448955199406869,0.545655921869724,1338446.203509,8050681.48047699,24414583.2785638,1.61511355644184,0.924199855916747,0.576508562837285,0.189020496752062,0.386812374603614,0.500328174231887,711544.92754814,5364170.60189476,15604386.235587,1.21258512630939,0.71472418816734,0.401852848500522,0.730245828045953,0.549694962948092,0.452644157084395,0.168130291663356,0.177279156506858,0.183792482259874,381150.277995418,1890789.47640583,6456681.18893728,0.00281232083695885,0.00134983764504009,0.00169992104588033,71068.7583410227,169312.56158003,790800.162388592,8.14015497503028,6.46463340589198,5.9939527938549,0.998865337019077,1.27515473342965,1.20037222948942,1.80877749361367,2.685025167918,2.72270140561911
