"landcover_map_year","treatment","Lat_long","crop_type","mean_yield_control_kgha","mean_yield_treatment_kgha","yield_SD_control","yield_SD_treatment","replicates_control_summed","replicates_treatment_summed","n_aggregated","ma_id","measurement_id","study_id","control_id","author_year","title","study_pubyear","harvest_year","region","country","longitude_decimal","latitude_decimal","country_new","crop_type_grouped_small","crop_type_grouped_big","publication_to_harvest_year_difference","harvest_year_by_median","nat.hab.1000","nat.hab.2500","nat.hab.5000","nat.hab.wo.grass.1000","nat.hab.wo.grass.2500","nat.hab.wo.grass.5000","cropland.1000","cropland.2500","cropland.5000","crop.peri.area.ratio.1000","crop.peri.area.ratio.2500","crop.peri.area.ratio.5000","crop.edgelength.1000","crop.edgelength.2500","crop.edgelength.5000","inert.1000","inert.2500","inert.5000","shannon.1000","shannon.2500","shannon.5000"
1985,"Cover crops","40.8-82","Maize",10100,9676.66666666667,NA,NA,9,9,3,"D473",1451,1,1,"","",1991,NA,"","USA",-82,40.8,"United States of America","Maize","Grains",NA,1984,0.431910690864906,0.363642770963178,0.413023369328747,0.277920284185424,0.239633758199318,0.271383500270613,0.450914615583525,0.595113882351523,0.510268247042132,0.839543969246642,0.397706663074919,0.488195836343079,1176533.17211159,4597396.24432623,19355416.8374997,0.117174693551569,0.0412433466852992,0.0767083836291217,1.17326905857144,0.964624196152627,1.05395048640593
1985,"Liming","-36.3666666666667146.683333333333","Grassland",5322.22222222222,6134.44444444444,7983.17605968953,5842.40532657569,432,432,27,"D973",4970,61,1,"Ridley and Coventry 1992","",1992,1988,"Beechworth"," Australia",146.683333333333,-36.3666666666667,"Australia","Grassland","Grassland",4,1985,0.189905367974461,0.383680102774014,0.483600183659581,0.189905367974461,0.383493702598135,0.483516300062577,0.48327632745316,0.494601480863262,0.484194526280169,0.954182441995967,0.463258042470562,0.243918840511184,1431705.5400472,4446189.18463535,9167177.83525048,0.326818304572379,0.121718416362725,0.0322052900602502,1.58085478248292,1.55165577173298,1.41933310260323
1985,"Liming","-36146","Upland Arable Land",1581,2236.25,2944.01086954515,2637.00587788499,160,160,40,"D973",4014,25,1,"Coventry et al. 1987","",1987,1981,"Lilliput"," Australia",146,-36,"Australia","Grassland","Grassland",6,1980,0.485802609979275,0.407507697784507,0.341850155266187,0.485802609979275,0.407507697784507,0.341850155266187,0.33819846183834,0.367490479289044,0.57355323128463,0.779105453499705,0.757950001338405,0.294166928645556,818010.835090891,5404562.83871322,13094907.8130764,0.175998928182384,0.225001822926449,0.0845966134491825,1.64434130352459,1.850030843844,1.66172101821645
1985,"Liming","11.96666666666678.85","Upland Arable Land",1445,2124.25,3071.9374993642,2581.93725717725,120,120,40,"D973",4220,1,1,"Adeoye and Singh 1984","",1984,1975,"Kano"," Nigeria",8.85,11.9666666666667,"Nigeria","Grassland","Grassland",9,1977,0.0858091349284553,0.103792221131339,0.0796008422240667,0,0.0118778126285393,0.00706338162120585,0.914190865071545,0.889688573688551,0.915098711567371,0.140148655740342,0.118525631440809,0.0845971688321177,396146.285922669,2037806.45294289,5984079.86497871,0,0.00651920518010995,0.00530044620856218,0.917925471935674,0.965828769277347,0.944744558876661
1985,"Liming","28.1115.383333333333","Grassland",195,247.5,106.301458127346,81.2403840463596,12,12,4,"D973",4952,76,1,"Zhan et al. 1991","",1991,1988,"","",115.383333333333,28.1,"China","Grassland","Grassland",3,1984,0.0594379123493375,0.0830330838288888,0.0639590781144388,0.0594379123493375,0.0830330838288888,0.0639590781144388,0.919986552526813,0.902164953813653,0.912923287829827,0.155677210777853,0.141570339227418,0.137566295504499,443891.922957028,2474069.64456356,9731077.31185617,0.0205755351238496,0.0148019623574581,0.023117634055734,0.754264873827114,0.882448639531044,0.789870491039666
1985,"Super absorbent polymer","34.267063108.134448","Wheat",4989,5331,15.64802391,14.19601293,3,3,1,"D652",1971,72,1,"","",1993,NA,"","China",108.134448,34.267063,"China","Wheat","Grains",NA,1986,0,0.00053548679600466,0.00280553555518866,0,0,0.00204713041194262,0.918916662990345,0.914669079859903,0.919977789439318,0.224290800463576,0.224947172522598,0.209287095639213,639606.963275142,3990733.47688572,14937875.4185495,0.0810833370096545,0.0847954333440928,0.0772166750054939,0.469901112557818,0.489558106430563,0.503318952375303
1985,"Super absorbent polymer","36.935306115.084537","Wheat",4689.45,5342.3625,29.41696762,28.5099435945699,12,12,4,"D652",1759,28,1,"","",1994,NA,"","China",115.084537,36.935306,"China","Wheat","Grains",NA,1987,0.00231237760807388,0.00278486399169756,0.0043429559456785,0.000231262112527021,0.00115705446238227,0.000885975177146846,0.990054119804603,0.941058175195308,0.944376895162375,0.0625255038063276,0.124876670519184,0.121800667937865,192219.937575124,2280671.90518829,8929372.11566812,0.00763350258732332,0.0561569608129949,0.0512801488919465,0.748866879214547,0.805934955628499,0.795979181977523
1985,"Super absorbent polymer","39.949683116.292866","Wheat",5231.55,5623.95,36.6911547079779,33.4915744865165,15,15,5,"D652",1769,31,1,"","",1991,NA,"","China",116.292866,39.949683,"China","Wheat","Grains",NA,1984,0.0453086560775709,0.0429800508378328,0.0510894408602619,0.0154564328621745,0.0224365287470097,0.0309091617117093,0.156409729243612,0.103588598330274,0.177792103426685,3.52973651850111,4.25699073179227,2.60260876185157,1715485.88687744,8564031.90154632,35945607.373528,0.798281614678818,0.853431350831893,0.771118455713053,1.34077902435332,1.39222293723886,1.44582545162468
1985,"control conventional tillage-treatm no tillage","-14.79328.195","Maize",4321.16666666667,4333.5,NA,NA,72,72,24,"D1120",5031,8,1,"","",1992,1988,"Gart Farm","Zambia",28.195,-14.793,"Zambia","Maize","Grains",4,1985,0.95187991696071,0.982456796343534,0.974451551078547,0.94880314295946,0.981217147986069,0.972157872754133,0.0481200830392905,0.0175432036564659,0.0255372591522292,2.15548746493364,2.24211531628396,1.85960333366734,320797.338974167,760341.36992986,3671954.68439411,0,0.000000000000000111022302462516,0.0000111897692237628,0.993150946543634,0.912070987089917,0.957490165835636
1985,"control conventional tillage-treatm no tillage","-19.82930.783","Maize",2815,2515,NA,NA,8,4,1,"D1120",6242,40,1,"","",1993,1988,"Makoholi Research Station","Zimbabwe",30.783,-19.829,"Zimbabwe","Maize","Grains",5,1986,0.565058802864897,0.523688522241736,0.555131564309587,0.561248686286399,0.521772631226057,0.551896964988547,0.434669054897531,0.475745410301303,0.444726919118009,0.374537224605394,0.344769082742499,0.359389216850026,503851.260378871,3172743.41529412,12366630.3074047,0.000272142237572215,0.000566067456960861,0.000141516572404243,1.12592833122467,1.05556798619919,1.12404154542068
